temperatura,umidade,pressao,vento,chuva,nivel_agua,gases,luminosidade,evento
9.7,28.13,1000.55,19.5,45.6,4.45,1608.64,70249.64,normal
7.18,83.8,1008.56,5.47,211.24,4.3,433.35,19493.22,enchente
4.71,43.07,997.16,1.84,196.87,1.73,1499.17,62696.43,normal
38.05,75.19,954.48,8.49,230.56,1.7,632.86,52240.11,onda_calor
-2.52,41.57,1027.34,17.29,135.55,4.3,1080.29,76870.98,enchente
18.29,38.83,988.63,2.31,253.43,1.1,1013.96,61404.37,normal
30.33,24.69,970.31,9.91,232.01,3.8,736.71,42472.96,enchente
-7.58,18.66,965.12,20.82,159.33,2.71,410.55,98780.09,enchente
22.36,45.55,1037.78,14.7,253.43,4.97,1802.18,93323.58,enchente
44.5,71.86,989.82,19.82,144.61,3.52,1386.87,91401.56,enchente
2.14,81.59,963.44,10.23,122.27,0.25,1842.69,30345.14,tempestade
38.41,82.39,1027.96,23.32,194.13,1.12,1492.7,74103.01,onda_calor
15.43,12.76,978.57,18.78,3.64,1.64,300.09,26164.3,tempestade
25.37,67.44,964.95,1.79,249.28,4.83,1175.88,19825.15,enchente
10.33,48.26,967.01,7.49,101.62,0.77,769.35,89783.8,normal
40.46,87.49,968.02,1.18,58.78,3.22,1212.85,20463.15,onda_calor
37.27,29.89,1017.52,20.5,274.3,4.29,923.22,92110.94,enchente
5.79,79.32,1030.63,21.85,262.75,0.39,347.63,84820.04,normal
38.38,28.94,974.5,6.08,149.13,2.28,995.77,23436.84,enchente
-0.31,20.0,956.76,16.14,231.07,0.63,1765.05,10511.03,tempestade
36.36,32.33,1033.62,12.5,42.27,2.64,305.39,82014.67,normal
21.15,80.74,961.64,11.2,266.27,4.54,1374.27,36759.96,enchente
24.96,11.06,1049.76,9.27,167.18,4.92,1629.04,44015.54,enchente
32.52,41.96,1031.32,9.95,106.41,3.07,1921.96,40045.71,enchente
42.08,66.41,1030.35,19.11,259.7,2.88,1683.99,50054.47,enchente
31.63,36.88,987.79,10.0,161.09,0.26,325.87,62380.09,normal
26.38,96.42,953.77,9.13,295.74,3.06,1241.22,87987.55,enchente
30.94,19.73,985.09,24.61,248.04,1.57,1882.81,89176.61,normal
3.87,45.66,984.41,7.67,205.52,4.48,1579.18,47103.2,enchente
44.74,28.54,992.01,22.82,77.78,4.22,391.76,57683.61,onda_calor
30.37,97.52,974.92,19.07,118.46,4.6,1450.07,851.13,enchente
40.2,55.07,1021.39,17.68,226.87,1.35,1182.48,36356.05,onda_calor
38.67,62.92,973.32,21.82,282.7,2.95,1897.61,47816.53,enchente
19.53,56.0,1021.05,1.66,74.45,0.52,1153.26,96472.9,normal
31.1,11.05,1004.26,18.2,62.1,2.03,881.19,7004.95,normal
28.15,74.45,965.64,3.81,245.53,0.47,525.78,18021.89,normal
10.87,76.61,1012.77,7.63,155.69,0.23,1705.11,80898.82,normal
-9.07,87.2,1024.76,15.22,41.34,3.42,1688.49,71593.7,normal
9.09,72.83,1047.5,7.19,44.9,1.74,382.87,9726.72,normal
1.35,13.17,1012.07,17.41,55.17,0.94,1307.35,77634.56,normal
31.6,10.18,1011.27,20.68,191.72,4.43,1850.23,79316.18,enchente
-7.85,11.64,958.02,24.37,263.14,4.21,1143.84,69835.98,enchente
31.16,28.33,1043.82,6.24,174.1,3.33,1638.43,85777.97,enchente
26.84,42.48,981.62,14.97,25.6,3.58,1748.78,82369.85,normal
43.83,44.67,970.18,7.63,65.99,2.94,409.89,25996.02,onda_calor
-2.68,99.43,1037.45,2.55,106.18,4.06,476.0,85067.1,enchente
10.15,94.62,1030.5,16.07,282.1,3.88,1751.51,66721.01,enchente
5.17,38.71,991.57,19.14,283.7,3.31,838.53,55574.85,enchente
15.09,20.18,1049.46,8.07,144.0,4.09,1834.86,56546.77,enchente
28.94,18.92,954.84,6.16,34.63,1.35,1775.76,76733.75,normal
21.88,84.78,1038.7,18.82,258.46,2.58,919.97,11615.15,enchente
23.62,31.78,1018.06,16.14,221.01,0.39,1070.26,74880.37,normal
39.58,40.45,1029.7,22.73,129.16,1.56,1120.66,69379.69,onda_calor
-2.54,27.94,1005.99,4.21,260.44,2.14,428.25,41393.65,enchente
-5.24,75.92,970.85,15.13,101.38,0.62,841.83,29904.57,tempestade
37.15,48.94,1044.25,9.04,74.15,0.79,1206.76,933.63,normal
36.05,17.25,975.87,6.2,21.62,4.27,1332.83,48127.93,incendio
42.45,62.95,1012.35,23.25,135.36,2.68,838.07,90683.1,enchente
13.83,72.01,1031.66,7.1,262.38,0.38,1477.73,73035.89,normal
23.69,31.87,1003.17,7.63,211.94,2.45,536.61,17701.25,enchente
-5.25,95.38,970.83,5.43,285.37,4.43,1885.21,60978.26,enchente
-6.14,48.41,1016.5,10.4,76.0,2.13,1698.57,45365.49,normal
19.18,45.25,956.25,13.01,285.33,0.54,1811.39,46265.05,tempestade
-9.08,10.88,1003.84,17.56,255.96,3.28,1513.13,83650.33,enchente
0.41,61.16,997.64,6.62,21.14,4.84,720.97,20928.21,normal
-3.42,33.08,1007.51,18.46,74.28,0.88,415.58,2531.85,normal
24.02,40.8,977.78,4.21,240.06,1.48,536.1,14504.25,normal
38.61,28.92,1031.21,15.32,183.36,0.74,873.11,3325.85,onda_calor
-2.21,94.64,950.23,9.99,94.61,1.34,1111.72,50187.43,normal
25.03,65.29,1006.7,22.93,240.89,2.43,530.8,1504.73,enchente
44.16,94.02,1017.48,5.23,44.95,2.5,1246.47,17786.95,onda_calor
5.91,48.5,970.66,5.83,155.97,2.1,1970.84,46648.6,enchente
4.79,14.5,1041.54,22.75,30.0,0.77,1719.93,10018.45,normal
15.15,32.84,997.04,3.66,249.15,1.95,695.79,27642.65,normal
38.42,30.13,1045.85,18.68,146.45,3.67,1129.75,35192.15,enchente
35.86,48.44,1025.26,17.01,241.1,4.29,1152.4,92723.58,enchente
2.08,76.89,977.21,6.11,245.12,1.52,847.45,94375.19,normal
23.75,79.51,1046.28,7.73,124.47,0.39,320.98,52140.78,normal
31.78,91.45,1024.46,20.97,236.4,4.25,1611.85,10755.85,enchente
15.55,27.07,1039.44,20.55,236.38,4.81,1514.07,4734.47,enchente
44.39,86.06,1032.34,21.22,117.57,0.69,429.85,68055.81,onda_calor
28.1,51.09,1012.03,20.62,226.77,4.84,1571.6,13277.01,enchente
2.1,79.77,1010.28,17.64,215.8,3.0,436.3,10779.01,enchente
6.38,42.16,954.4,23.93,274.62,1.98,1493.23,12285.4,tempestade
-5.84,29.04,1010.66,24.26,243.56,1.95,1048.17,55482.66,normal
6.3,84.29,1015.91,2.11,121.56,2.25,1119.08,94299.72,enchente
19.75,60.92,982.66,11.99,22.97,2.83,445.09,84415.97,normal
44.21,39.51,999.64,6.68,242.64,0.75,698.17,46308.11,onda_calor
33.67,94.76,1017.19,11.37,280.14,3.02,1365.49,72132.37,enchente
31.31,81.39,1041.03,7.77,181.7,0.97,672.8,72695.21,normal
41.33,12.97,1032.97,24.64,107.75,3.99,879.6,10486.67,enchente
42.72,13.32,997.03,4.39,52.0,2.18,701.73,21880.12,incendio
31.25,81.73,1018.29,23.64,56.66,0.48,487.48,74824.53,normal
-4.64,51.27,963.18,13.09,139.0,0.78,534.88,97221.03,tempestade
-6.06,67.99,962.98,17.37,56.97,1.04,1634.12,78540.29,tempestade
-8.15,73.24,1043.69,21.46,270.24,2.62,837.57,28712.79,enchente
35.91,38.19,957.73,17.2,100.14,1.87,1395.78,45817.51,tempestade
1.34,45.65,1018.91,10.26,239.43,3.62,1607.53,47762.4,enchente
9.47,52.54,1017.84,13.21,29.52,0.72,1541.28,55477.19,normal
9.3,55.21,1020.23,18.19,231.98,2.76,1075.52,6566.82,enchente
23.8,42.4,1041.59,17.21,100.37,4.8,712.76,36214.08,enchente
35.84,34.94,1000.93,19.83,144.93,2.41,1609.25,74882.04,enchente
40.22,70.38,995.48,17.12,191.81,3.94,931.62,44642.27,enchente
5.73,32.38,979.06,6.65,152.8,0.34,372.33,20792.65,normal
4.56,63.22,1038.09,19.27,176.75,0.0,811.2,7115.08,normal
37.74,63.17,970.76,19.71,141.82,3.37,886.02,42672.27,enchente
10.06,43.57,975.27,12.75,32.96,4.18,1800.81,14155.46,tempestade
20.12,96.12,957.15,2.15,117.21,0.99,383.06,95145.64,normal
18.48,13.95,1007.18,18.45,160.61,3.65,1016.36,87856.6,enchente
36.86,15.7,970.31,1.59,52.11,1.54,779.3,94970.62,incendio
10.92,66.69,1013.08,8.42,126.58,3.52,1130.51,1295.22,enchente
-1.26,33.07,975.45,24.38,90.66,0.68,1864.83,43370.37,tempestade
-2.17,57.6,958.4,24.09,11.17,4.45,1320.49,95779.77,tempestade
0.59,18.63,990.45,15.88,169.37,2.09,500.26,65661.77,enchente
14.3,23.74,961.42,4.7,81.56,2.14,733.9,35652.25,normal
1.46,69.39,959.86,16.46,296.98,0.31,1051.13,21321.45,tempestade
37.21,95.37,968.14,17.39,84.34,2.53,1380.18,70619.36,tempestade
22.56,23.89,1023.04,0.93,75.42,4.51,885.99,59541.82,normal
16.94,51.22,958.76,22.08,113.25,4.43,451.49,41285.96,enchente
-4.17,59.26,1024.38,3.25,276.2,4.25,1745.26,92668.47,enchente
8.42,97.72,1044.58,8.87,15.22,4.7,660.18,22644.08,normal
33.57,53.58,1044.91,6.18,140.46,0.01,904.06,40585.88,normal
27.11,67.13,974.32,7.42,187.6,2.22,684.55,55269.0,enchente
14.25,80.46,972.2,16.76,258.69,0.42,1062.94,25584.56,tempestade
-3.16,16.89,1009.95,3.92,49.41,4.28,1364.39,16312.46,normal
22.31,32.83,994.29,18.42,42.32,2.78,670.63,15468.54,normal
22.67,65.48,952.47,8.99,116.93,2.37,1498.48,93778.47,enchente
22.32,25.92,998.43,13.56,127.59,3.42,1003.52,98689.5,enchente
41.69,90.36,986.41,19.74,286.48,2.05,1822.12,88399.05,enchente
24.55,71.04,956.44,5.33,110.9,3.23,1046.23,84908.78,enchente
6.84,84.07,987.22,14.22,255.14,4.86,1404.86,40839.47,enchente
31.26,94.86,1046.62,23.98,15.07,3.28,1885.34,59097.79,normal
28.28,55.97,997.85,15.53,66.21,3.24,774.71,86147.44,normal
-5.95,92.37,993.71,19.03,168.92,4.35,1099.3,37464.35,enchente
16.1,72.03,987.12,19.14,110.85,4.46,1813.11,26243.72,enchente
41.58,90.73,1011.52,24.45,200.42,4.1,1392.57,84816.03,enchente
4.75,68.26,1032.21,8.15,62.87,0.99,1249.01,35355.06,normal
28.6,38.15,970.52,4.85,152.96,4.73,919.78,78559.53,enchente
41.42,81.93,1005.75,5.79,278.13,1.67,334.55,23686.71,onda_calor
24.3,39.65,1001.37,6.48,129.15,0.25,1057.75,86462.72,normal
14.69,60.11,1026.8,8.64,98.6,1.15,1494.39,4062.7,normal
20.76,27.62,1028.95,4.94,104.99,2.34,1669.17,20241.63,enchente
18.06,58.24,983.21,22.02,90.96,3.83,1764.58,39548.7,normal
5.43,49.29,1035.24,16.52,257.71,4.6,1850.28,66084.39,enchente
12.5,36.78,1001.61,2.15,290.01,0.69,348.12,17034.21,normal
31.47,27.49,998.53,16.58,200.35,1.66,1336.21,12498.55,normal
3.78,37.68,1033.02,6.39,131.65,3.14,1308.62,12131.22,enchente
18.2,29.37,978.83,5.77,257.28,1.32,1346.63,41995.14,normal
34.26,34.93,1022.81,1.45,62.19,2.23,1116.98,33399.24,normal
9.2,12.39,1024.76,18.42,180.66,2.86,1890.37,71280.96,enchente
-7.29,86.04,1020.53,1.02,295.64,2.34,1676.94,35913.68,enchente
-0.4,75.03,1034.44,8.88,171.42,1.92,587.37,75088.7,normal
10.31,28.17,1024.98,5.26,226.23,4.15,933.63,98828.49,enchente
-9.68,89.87,950.55,22.27,177.18,2.7,1943.06,47106.97,enchente
36.74,91.91,1012.0,4.26,66.8,2.63,1256.85,13349.39,normal
22.39,74.99,1049.66,24.86,4.67,0.27,910.7,97416.66,normal
33.97,14.94,988.66,24.64,108.87,1.79,1140.4,35536.95,normal
23.25,28.9,1004.24,18.67,60.9,3.73,738.55,7910.55,normal
35.05,46.61,1031.03,23.23,196.94,1.8,1820.06,4505.9,normal
17.51,53.11,967.2,12.44,14.96,0.69,427.82,37080.88,tempestade
-5.8,25.1,985.91,11.59,67.8,4.84,519.29,10547.08,normal
43.0,92.77,1049.32,9.35,219.86,4.16,773.11,25543.97,enchente
27.2,14.0,985.34,5.13,37.23,3.38,1961.23,53050.17,normal
21.17,27.54,1028.55,5.44,218.17,0.57,592.11,48211.5,normal
35.45,77.63,1008.31,13.97,122.04,0.59,1571.09,8530.89,normal
31.22,82.15,1000.57,14.16,126.5,0.36,1799.13,64796.65,normal
12.01,55.96,1038.27,22.27,278.57,0.77,1746.85,5846.52,normal
33.24,37.45,975.87,21.6,20.65,2.34,1301.27,13279.65,tempestade
25.83,57.62,963.65,20.57,247.53,4.02,1858.5,91667.97,enchente
24.44,60.45,956.24,22.0,175.35,3.28,1106.93,20108.58,enchente
-3.98,44.43,1042.61,18.56,62.86,0.57,1488.14,38108.45,normal
-3.04,23.03,952.39,4.24,90.79,3.54,1105.2,79998.35,normal
3.3,52.77,968.82,7.29,174.2,0.97,1339.22,57406.08,normal
23.72,81.13,1006.7,9.82,93.73,2.45,1621.85,94695.5,normal
41.81,85.61,1040.38,10.94,200.79,1.81,1135.85,57539.08,onda_calor
17.59,34.43,1016.8,24.54,2.96,1.88,1360.08,69126.85,normal
5.38,75.08,975.73,12.16,203.19,2.59,1890.34,55035.71,enchente
19.62,11.06,970.5,20.86,209.97,4.01,884.96,96825.78,enchente
-4.86,41.74,1037.44,3.67,198.16,4.14,1790.25,71937.61,enchente
5.9,18.95,1024.9,22.01,53.92,1.45,1498.42,56980.79,normal
21.32,83.89,1035.83,15.79,138.82,1.43,487.26,67959.27,normal
28.57,56.83,1038.86,6.12,150.93,0.22,1537.19,8543.9,normal
-2.1,98.77,1024.39,2.4,20.56,3.87,1221.21,2620.92,normal
2.79,56.15,1046.74,14.82,163.18,4.27,488.6,25320.38,enchente
32.3,66.84,1014.59,10.04,163.22,3.87,1731.21,60909.22,enchente
34.37,78.67,1006.55,16.9,215.56,4.01,1971.67,63519.19,enchente
25.13,10.15,1002.38,23.64,32.93,4.3,677.52,12544.89,normal
15.0,74.06,996.41,9.39,180.72,3.21,1555.14,96440.48,enchente
-2.08,70.62,1003.82,3.39,228.65,0.24,1833.18,25368.96,normal
16.91,34.14,997.19,10.95,253.01,2.83,1254.86,14092.98,enchente
-4.97,32.03,1038.99,1.71,129.22,2.92,1051.67,44876.32,enchente
39.52,22.76,966.63,4.96,254.01,3.37,1238.4,67908.84,enchente
30.92,60.89,958.42,1.65,6.52,4.67,1552.18,1634.32,normal
18.93,45.1,1012.49,15.44,58.52,3.99,491.07,12800.28,normal
12.37,29.37,984.38,21.04,115.4,1.39,1124.05,24506.26,normal
10.08,54.81,975.41,11.87,226.84,2.38,307.97,45590.57,enchente
16.8,42.33,1008.27,3.89,298.48,2.18,888.03,71727.26,enchente
21.73,36.07,963.69,24.27,210.84,2.42,1043.21,8360.4,enchente
20.15,77.27,1021.24,19.67,108.11,0.23,1585.39,77355.78,normal
14.83,71.58,987.62,6.67,224.5,3.74,1094.86,89491.6,enchente
20.12,92.48,1011.97,1.52,102.85,4.27,1541.38,54262.74,enchente
24.89,80.9,1028.9,3.06,179.26,2.2,1488.47,20168.36,enchente
-0.47,67.63,986.0,2.33,30.09,1.56,1323.77,69537.1,normal
35.86,92.76,978.32,7.23,249.11,4.6,526.17,12300.44,enchente
11.53,27.29,960.72,13.95,233.51,3.55,1396.02,48197.03,enchente
24.14,89.63,987.53,0.08,279.67,2.19,1250.88,50281.16,enchente
0.13,68.41,1033.78,18.99,173.63,1.34,1957.61,42256.76,normal
20.54,77.17,1012.72,19.84,245.15,2.4,919.92,40217.63,enchente
39.3,48.25,1031.77,8.74,120.49,3.88,1545.34,28768.7,enchente
23.55,25.48,1022.17,4.36,29.67,2.54,1419.01,79260.86,normal
5.48,23.19,1028.33,24.37,93.71,3.69,382.51,42423.46,normal
9.0,64.42,973.95,17.16,244.55,4.13,1020.58,94045.16,enchente
11.16,54.66,1043.43,9.88,245.31,1.36,1875.07,90997.71,normal
38.8,63.35,1026.62,0.83,17.89,4.93,1896.57,29941.89,onda_calor
19.16,49.11,973.06,6.48,249.42,1.03,1084.2,85652.32,normal
19.95,45.8,953.32,8.31,170.87,1.99,1576.25,23556.2,normal
40.22,64.42,970.84,17.42,177.9,3.28,1447.46,78580.88,enchente
-4.26,89.38,991.62,4.38,193.81,0.16,1008.82,80778.55,normal
33.03,66.78,1025.87,15.91,100.84,3.41,1734.72,14640.97,enchente
40.14,59.63,1033.08,19.25,121.66,1.09,1979.79,81284.14,onda_calor
41.55,56.62,959.52,3.47,225.3,0.07,1951.27,44917.46,onda_calor
-9.06,90.95,1038.16,3.69,230.31,1.32,432.56,31917.8,normal
19.37,69.46,1021.6,0.46,1.2,1.86,1662.66,56374.72,normal
44.93,55.3,1012.84,24.2,158.69,3.3,1357.27,95004.63,enchente
23.26,48.03,1022.68,13.39,126.88,0.06,1696.95,32631.44,normal
28.65,83.69,956.59,19.33,53.94,3.06,1183.3,56607.97,tempestade
34.31,34.97,1015.59,21.13,68.12,0.66,1956.34,85371.83,normal
36.35,18.68,1027.73,10.08,88.98,4.35,1800.1,42718.25,incendio
9.09,85.03,957.64,0.92,174.89,3.53,1358.96,41562.39,enchente
-1.01,27.65,970.98,3.21,102.03,2.87,586.26,13926.07,enchente
-5.53,13.54,1011.4,3.0,25.25,0.92,1195.88,26849.31,normal
4.26,49.81,1016.28,17.48,240.83,3.22,498.05,87583.3,enchente
36.66,58.38,1049.39,19.73,154.68,4.57,1409.68,23955.05,enchente
39.73,82.26,1036.41,3.71,265.12,0.43,811.29,24316.59,onda_calor
-5.69,39.78,1047.45,3.92,74.82,0.68,1951.9,17660.65,normal
42.93,30.6,1034.59,20.14,30.97,1.36,1941.16,65284.68,onda_calor
43.6,71.35,971.08,2.76,127.91,0.91,1639.83,49467.05,onda_calor
38.61,84.11,1032.26,14.09,36.72,0.36,1097.89,31380.5,onda_calor
42.3,25.71,1042.93,2.38,178.12,0.15,1215.78,30955.64,onda_calor
38.52,67.23,995.91,21.72,91.62,3.18,817.21,95837.35,onda_calor
44.47,30.82,1039.09,19.81,82.86,2.28,1202.17,38407.85,onda_calor
39.85,43.78,1035.66,15.93,34.98,0.1,1735.19,77126.46,onda_calor
38.79,81.24,982.78,12.48,224.11,1.37,403.3,7893.75,onda_calor
42.22,78.6,1032.12,6.34,107.79,0.85,585.92,81412.84,onda_calor
43.48,79.53,1020.06,10.62,23.86,3.99,1834.52,37750.59,onda_calor
40.08,35.35,1003.94,18.78,131.62,1.65,1478.34,96691.82,onda_calor
38.12,29.01,1006.19,17.62,278.86,1.81,438.46,86228.73,onda_calor
41.38,93.84,980.55,15.07,203.2,1.99,1591.68,14293.81,onda_calor
41.95,81.45,1002.52,4.28,30.04,3.3,1593.07,22289.22,onda_calor
43.7,37.61,1021.36,19.52,30.62,3.74,1845.44,57351.36,onda_calor
42.67,84.37,1029.2,12.61,83.53,1.59,1459.95,30867.06,onda_calor
38.13,55.75,997.64,4.11,72.19,0.9,797.34,74553.18,onda_calor
44.85,66.59,957.43,7.33,15.83,3.06,1968.05,790.03,onda_calor
42.24,91.07,1049.87,11.12,153.22,1.72,1765.17,8357.12,onda_calor
41.01,28.19,1046.58,4.89,109.75,1.13,1361.16,15499.63,onda_calor
38.63,34.05,1024.55,2.74,234.39,0.47,1809.52,96280.24,onda_calor
42.99,30.74,985.35,9.38,232.14,0.03,761.85,71682.13,onda_calor
39.2,84.1,1032.36,16.03,45.16,4.21,1067.85,17307.63,onda_calor
42.14,81.39,1026.45,0.65,86.82,2.94,347.18,56948.37,onda_calor
42.72,59.75,975.57,2.19,264.87,1.9,377.73,8551.65,onda_calor
38.02,67.17,1047.91,13.66,35.85,3.09,857.31,18312.79,onda_calor
38.86,74.96,1018.53,10.17,72.85,4.52,794.0,30285.31,onda_calor
40.69,76.7,1013.73,20.94,260.21,0.85,1132.13,75538.31,onda_calor
40.43,30.31,994.21,17.93,87.72,2.06,1151.42,59972.15,onda_calor
38.21,94.94,993.84,23.45,104.54,0.49,372.11,96400.94,onda_calor
42.22,50.36,995.8,7.36,29.84,2.5,1882.82,93829.78,onda_calor
39.5,81.1,1020.72,13.75,280.24,1.1,1522.93,45079.06,onda_calor
44.99,90.93,1030.62,22.69,81.8,2.3,987.44,16115.22,onda_calor
40.55,48.02,1021.46,5.98,15.41,4.3,1871.33,11064.06,onda_calor
40.7,89.2,975.29,0.55,77.95,0.32,1448.02,30326.87,onda_calor
44.66,87.05,1027.42,23.49,78.87,3.15,1519.28,52080.74,onda_calor
41.54,90.25,1029.15,6.03,185.12,0.12,1666.96,97050.4,onda_calor
44.6,68.29,1026.49,19.41,20.43,3.76,429.56,61507.69,onda_calor
44.35,49.21,974.41,6.33,294.81,1.61,1907.17,50875.17,onda_calor
42.8,72.82,1029.3,0.52,139.86,0.22,882.97,25495.16,onda_calor
40.12,23.09,1035.9,20.26,42.28,2.18,1694.89,20486.67,onda_calor
38.63,97.46,1040.18,22.9,64.22,4.13,997.69,56429.72,onda_calor
41.85,82.61,1015.1,12.41,272.77,1.41,1865.41,30059.9,onda_calor
40.27,68.56,952.29,1.25,80.07,3.37,1831.4,29012.0,onda_calor
44.36,64.78,987.95,9.69,5.09,2.13,1412.69,25772.4,onda_calor
39.63,74.35,1041.97,16.71,97.25,2.04,1621.82,92798.13,onda_calor
38.79,95.89,1049.9,8.55,60.18,1.64,1407.06,26987.51,onda_calor
41.47,55.61,1004.05,6.34,34.43,1.24,508.27,88734.08,onda_calor
44.06,70.69,991.12,11.12,223.01,1.11,1430.31,40907.5,onda_calor
42.25,28.61,993.66,21.26,51.01,3.8,1952.98,60764.86,onda_calor
41.6,37.25,988.91,1.97,124.1,0.06,1719.14,48933.09,onda_calor
-2.18,66.47,963.48,10.59,122.91,4.14,1170.73,33489.42,enchente
33.34,50.74,982.68,14.66,172.93,1.45,1163.66,64054.71,normal
28.14,36.78,1040.91,12.85,77.37,0.68,650.45,70574.37,normal
20.62,95.03,1005.12,13.99,274.12,0.29,561.22,39742.04,normal
15.1,53.4,992.62,12.29,116.39,4.72,1595.37,45541.88,enchente
32.5,11.44,1041.11,0.3,180.44,3.47,1215.25,91764.26,enchente
19.66,51.26,1002.52,19.94,33.68,2.38,420.29,18932.87,normal
42.1,97.8,1033.52,5.29,272.58,4.44,1316.23,30556.77,enchente
31.12,51.56,985.35,18.56,73.01,3.25,1322.39,45603.09,normal
44.71,21.12,1037.86,21.66,2.36,3.08,1105.07,80154.3,onda_calor
24.72,26.8,966.32,11.07,149.75,3.8,1264.31,18366.37,enchente
32.83,84.96,1003.91,20.76,227.12,0.13,1591.47,43070.71,normal
28.42,82.82,964.03,21.81,2.35,3.58,741.54,53878.95,tempestade
38.12,73.1,1046.5,14.7,235.44,0.12,1455.5,34771.93,onda_calor
0.38,98.38,992.18,15.2,14.22,4.78,786.84,61303.22,normal
0.75,90.39,985.17,19.03,220.13,1.23,505.33,1181.19,normal
-7.47,64.74,950.16,14.09,229.7,0.59,1918.93,3726.29,tempestade
-8.39,32.38,1043.91,17.8,240.74,4.5,1951.36,65268.63,enchente
-3.24,67.97,999.33,11.82,56.23,1.12,335.82,41021.33,normal
20.89,60.95,978.24,5.75,168.94,3.61,1884.78,73944.05,enchente
0.8,36.66,1044.48,2.57,80.0,0.96,1391.81,77955.06,normal
22.44,57.03,1043.63,20.24,96.15,3.65,520.96,1457.08,normal
0.87,85.75,1011.03,9.76,2.6,4.72,649.48,91874.79,normal
1.16,80.06,960.21,17.35,102.16,2.23,791.72,78815.87,enchente
19.03,75.05,977.55,1.39,118.01,3.43,418.41,10237.82,enchente
36.21,58.57,1015.13,10.76,130.03,4.45,1157.62,38771.64,enchente
43.96,83.44,1045.08,24.92,276.72,0.61,1966.92,97862.78,onda_calor
14.82,63.98,987.5,4.66,129.69,1.84,1822.19,81000.94,normal
22.58,40.14,965.88,23.91,210.55,4.02,1823.04,89705.55,enchente
44.05,13.57,955.66,19.32,27.41,3.88,1206.58,79431.66,incendio
44.2,47.07,998.0,14.85,241.45,0.13,729.17,42198.48,onda_calor
18.96,18.47,976.26,17.69,221.25,2.91,881.52,84512.54,enchente
11.25,10.76,1024.49,13.34,281.74,1.52,1809.69,96187.02,normal
9.01,52.06,993.09,2.37,34.48,0.77,896.37,43361.0,normal
41.28,87.83,977.69,16.69,1.64,0.6,1487.49,15413.73,tempestade
20.71,43.71,952.97,14.0,298.59,0.47,810.32,19888.38,tempestade
0.95,55.91,955.74,19.07,240.99,0.41,991.46,74941.94,tempestade
4.72,52.75,1030.54,21.89,120.56,2.89,1616.3,78459.26,enchente
9.16,93.35,956.72,9.06,52.56,4.42,1444.14,6654.1,normal
28.72,92.18,989.42,20.18,279.62,2.52,1416.88,16121.06,enchente
41.07,66.39,999.06,2.84,140.51,0.11,1795.61,80415.48,onda_calor
-1.4,48.93,952.49,24.32,47.34,1.3,1726.59,55022.64,tempestade
11.61,80.29,962.07,8.12,54.02,2.69,1019.37,73296.44,normal
43.87,53.99,1004.54,24.27,27.99,0.42,1513.6,5785.74,onda_calor
19.12,52.46,1031.24,23.36,276.29,2.76,1403.38,26349.38,enchente
37.31,29.72,969.07,22.39,8.76,0.1,818.85,59961.79,tempestade
18.89,90.1,969.34,4.17,169.04,1.61,1313.43,64734.21,normal
4.15,14.96,1028.76,3.27,49.43,0.13,704.72,41834.31,normal
38.64,19.44,1014.74,8.68,113.04,4.54,1514.68,76784.79,enchente
28.92,13.6,961.87,20.85,140.88,0.56,1393.09,73951.43,tempestade
34.59,94.86,1004.99,0.34,32.03,0.44,480.87,14698.49,normal
26.03,99.21,969.99,23.67,104.38,2.78,602.42,73724.12,enchente
-4.26,56.29,950.85,10.07,103.33,1.57,1619.42,59475.43,tempestade
13.75,35.62,992.14,22.66,221.3,4.82,1205.17,59742.45,enchente
42.31,47.05,1042.92,19.19,103.96,3.45,1290.69,9744.35,enchente
14.02,66.34,1026.78,9.83,54.52,0.58,1304.91,35671.54,normal
29.03,25.27,1022.51,6.73,256.58,0.66,963.06,78950.09,normal
23.3,20.24,1049.25,21.72,115.74,2.39,569.62,34399.85,enchente
36.91,10.77,1001.81,18.35,288.29,2.31,1926.78,62602.47,enchente
-1.47,12.87,965.9,20.67,193.35,3.1,612.3,60742.45,enchente
32.36,93.53,985.84,15.85,124.74,2.19,447.49,21826.7,enchente
17.11,66.37,953.08,19.68,143.77,4.13,1325.3,96587.05,enchente
25.72,49.3,981.29,4.2,60.85,1.06,481.11,63702.6,normal
41.41,71.19,1028.94,0.38,180.79,0.75,1745.11,39587.42,onda_calor
11.24,12.72,1025.29,24.04,74.48,4.41,668.58,43798.22,normal
26.17,92.03,995.75,12.97,92.84,0.11,740.82,41917.59,normal
-4.54,74.76,988.65,8.79,133.71,0.99,1286.28,35829.4,normal
41.36,11.06,1026.91,23.51,136.76,3.85,1860.38,81164.24,enchente
42.79,28.26,1009.73,21.53,36.71,4.56,1686.09,8699.47,onda_calor
36.73,64.03,1032.1,4.29,294.06,1.96,1698.7,70342.58,normal
18.74,54.57,1006.76,23.85,249.38,3.64,1696.81,66886.89,enchente
12.83,83.08,965.47,5.37,101.92,4.64,1352.02,32211.31,enchente
-3.39,22.26,988.24,0.93,106.95,0.61,1231.2,13753.93,normal
36.31,32.31,983.87,23.94,45.84,2.15,1662.1,11382.3,normal
11.21,52.84,1001.27,3.07,188.24,3.64,982.89,98004.0,enchente
8.89,98.12,962.79,18.82,111.33,2.27,526.95,58418.97,enchente
